eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
201611090019,2016,11,9,0,4,Afghanistan,6,South Asia,Aryob Zazi,33.966155,69.806133,"11/09/2016: A roadside bomb detonated in Aryob Zazi, Paktia, Afghanistan. Three civilians were killed in the blast. No group claimed responsibility for the incident.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,4,Afghanistan,-99,6,Explosives,A roadside bomb was used in the attack.,3,0
201611090044,2016,11,9,0,182,Somalia,11,Sub-Saharan Africa,Balli Doogle,2.660854,44.793484,"11/09/2016: Assailants fired mortars targeting a military base in Balli-Doogle area, Lower Shebelle, Somalia. No casualties were reported. This was one of two attacks targeting military bases in the area on this date. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,182,Somalia,-99,6,Explosives,Mortars were used in the attack.,0,0
201611120061,2016,11,12,0,138,Myanmar,5,Southeast Asia,Maihtung,21.4,92.383333,"11/12/2016: Assailants armed attacked government troops near Maihtung, Rakhine, Myanmar. At least seven people, including six soldiers and one assailant were killed in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Rohingya extremists.",0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Troops,138,Myanmar,60,5,Firearms,"Firearms, knives, and spears were used in the attack.",7,0
201611130066,2016,11,13,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/13/2016: Gunmen opened fire on a Somali soldier at the Makaro market in Mogadishu, Banaadir province, Somalia. The soldier was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the incident to Al-Shabaab.",0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldier,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201611130067,2016,11,13,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/13/2016: Assailants opened fire on a police checkpoint in Mogadishu, Banaadir, Somalia. One officer was killed and two people were wounded in the attack. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,3,Police,24,Police Checkpoint,Checkpoint,182,Somalia,-99,5,Firearms,Rifles were used in the attack.,1,2
201611160026,2016,11,16,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/16/2016: Assailants threw two grenades at the residence of a police official in Mogadishu, Banaadir, Somalia. Six people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Residence of Officer,182,Somalia,-99,6,Explosives,Two grenades were used in the attack.,0,6
201611180048,2016,11,18,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/18/2016: Two assailants shot and killed a soldier in Tarabunka junction, Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldier,182,Somalia,2,5,Firearms,Pistols were used in the attack.,1,0
201611200022,2016,11,20,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/20/2016: An explosive device detonated targeting a police checkpoint in Mogadishu, Banaadir, Somalia. Two police officers were killed and two officers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",0,3,Bombing/Explosion,3,Police,24,Police Checkpoint,Checkpoint,182,Somalia,-99,6,Explosives,A remote-controlled landmine was used in the attack.,2,2
201611200027,2016,11,20,0,92,India,6,South Asia,Imphal,24.798346,93.94043,"11/20/2016: Assailants threw two grenades at a Central Reserve Police Force (CRPF) post at the All India Radio (AIR) complex in Imphal, Manipur, India. Two CRPF officers were injured in the blast. This was one of three similar attacks in Imphal on this date. No group claimed responsibility for the incidents.",0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Post,92,India,-99,6,Explosives,Two thrown grenades were used in the attack.,0,2
201611200064,2016,11,20,0,44,China,4,East Asia,Wending,25.045807,102.710002,"11/20/2016: Assailants launched artillery shells at Wending, Yunnan, China. This was one of two related attacks in the area on this date. One civilian was injured across both attacks. No group claimed responsibility; however, sources attributed the incidents to the Kachin Independence Army (KIA) and the National Democratic Alliance Army (NDAA-ESSA).",0,3,Bombing/Explosion,14,Private Citizens & Property,75,Village/City/Town/Suburb,Town,44,China,-99,6,Explosives,Artillery was used in the attack.,0,1
201611200065,2016,11,20,0,44,China,4,East Asia,Manghai,25.045806,102.710002,"11/20/2016: Assailants launched artillery shells at Manghai, Yunnan, China. This was one of two related attacks in the area on this date. One civilian was injured across both attacks. No group claimed responsibility; however, sources attributed the incidents to the Kachin Independence Army (KIA) and the National Democratic Alliance Army (NDAA-ESSA).",0,3,Bombing/Explosion,14,Private Citizens & Property,75,Village/City/Town/Suburb,Town,44,China,-99,6,Explosives,Artillery was used in the attack.,0,0
201611260003,2016,11,26,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/26/2016: An explosives-laden vehicle detonated targeting President Hassan Sheikh Adan's convoy near a market in Afesyoni area, Mogadishu, Banaadir, Somalia. Adan was not harmed; however, at least 30 people were killed and 43 people were injured in the blast. Al-Shabaab claimed responsibility for the incident.",0,1,Assassination,2,Government (General),17,Head of State,Convoy of President: Hassan Sheikh Adan,182,Somalia,1,6,Explosives,A remote-controlled explosives-laden vehicle was used in the attack.,30,43
201611260048,2016,11,26,0,138,Myanmar,5,Southeast Asia,Kyaukpandu,20.026357,93.609581,"11/26/2016: Assailant threw a petrol bomb at a housing administration building in Kyaukpandu, Rakhine, Myanmar. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,Housing Administration Building,138,Myanmar,-99,8,Incendiary,A petrol bomb was used in the attack.,0,0
201611290003,2016,11,29,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/29/2016: Assailants shot and killed Mohamed Abdi Jimale, a tribal elder, in Arafat area, Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident.",0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,Tribal Elder: Mohamed Abdi Jimale,182,Somalia,3,5,Firearms,Pistols were used in the attack.,1,0
201611290019,2016,11,29,0,104,Kenya,11,Sub-Saharan Africa,El Wak,2.809093,40.927444,"11/29/2016: An explosive device detonated targeting a police patrol vehicle near El Wak, Mandera, Kenya. There were no reported casualties in the blast. Al-Shabaab claimed responsibility for the incident.",0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Patrol,104,Kenya,-99,6,Explosives,A homemade roadside bomb was used in the attack.,0,0
201612020002,2016,12,2,0,153,Pakistan,6,South Asia,Peshawar,33.99917,71.426475,"12/02/2016: An explosive device detonated near a Pakistani Police vehicle and a passenger bus at the Karkhano Market in Peshawar, Pakistan. There were no reported casualties in the blast. No group claimed responsibility for the attack.",0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Vehicle,153,Pakistan,-99,6,Explosives,A roadside bomb concealed in garbage was used in the attack.,0,0
201612030015,2016,12,2,0,104,Kenya,11,Sub-Saharan Africa,El Wak,2.809093,40.927444,"12/02/2016: An explosive device detonated targeting a fuel truck in El Wak, Mandera, Kenya. Three people were injured in the blast. No group claimed responsibility for the incident.",0,3,Bombing/Explosion,1,Business,1,Gas/Oil/Electric,Fuel Tanker,104,Kenya,-99,6,Explosives,A roadside bomb was used in the attack.,0,3
201612050016,2016,12,5,0,182,Somalia,11,Sub-Saharan Africa,Burhakaba,2.798167,44.07856,"12/05/2016: An explosive device detonated at a police checkpoint in Burhakaba, Bay, Somalia. At least six people were killed and ten people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,3,Bombing/Explosion,3,Police,24,Police Checkpoint,Checkpoint,182,Somalia,-99,6,Explosives,A remote-controlled landmine was used in the attack.,6,10
201612100004,2016,12,10,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"12/10/2016: A suicide bomber detonated an explosives-laden vehicle at a security checkpoint in the outskirts of Mogadishu, Banaadir, Somalia. In addition to the assailant, at least one soldier was killed and four people were injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,182,Somalia,1,6,Explosives,An explosives-laden minibus was used in the attack.,2,4
201612110002,2016,12,11,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"12/11/2016: An explosives-laden vehicle detonated at a seaport in Mogadishu, Banaadir, Somalia. At least 29 people were killed and 48 people were injured in the blast. Al-Shabaab claimed responsibility for the incident and stated that police officers were targeted because they were providing security for Somalia's parliamentary elections.",0,3,Bombing/Explosion,11,Maritime,60,Port,Port,182,Somalia,1,6,Explosives,An explosives-laden truck was used in the attack.,29,48
201612120014,2016,12,12,0,182,Somalia,11,Sub-Saharan Africa,Biyo Cadde,2.935672,45.791656,"12/12/2016: An explosive device targeting a Burundian African Union Mission in Somalia (AMISOM) convoy was discovered and defused between Mirtugo and Biyo Cadde, Middle Shebelle, Somalia. Al-Shabaab claimed responsibility for the incident.",0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Burundian Convoy,422,International,-99,6,Explosives,A remote-controlled roadside landmine was used in the attack.,0,0
201612150001,2016,12,15,0,92,India,6,South Asia,Tengnoupal district,24.383792,94.148177,"12/15/2016: Assailants armed with grenade launchers and assault rifles attacked police personnel in Lockchao, Tengnoupal, Manipur, India. This was one of three attacks targeting police in Manipur on this date. At least three police officers were killed in this incident and four others were injured across two of the three attacks. No group claimed responsibility for the incidents; however, sources suspected that the National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) had carried out the attacks, which the group denied.",0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Patrol,92,India,-99,6,Explosives,M79 grenade launchers and M16 assault rifles were used in the attack.,3,2
201612170023,2016,12,17,0,182,Somalia,11,Sub-Saharan Africa,Mahaday,2.973305,45.535603,"12/17/2016: Assailants opened fire on a military base near Mahaday, Middle Shebelle, Somalia. At least two soldiers were killed and ten soldiers were injured in the attack. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,182,Somalia,-99,6,Explosives,Rocket-propelled grenades (RPGs) and machine guns were used in the attack.,2,10
201612170029,2016,12,17,0,138,Myanmar,5,Southeast Asia,Kyaukme,22.543668,97.033714,"12/17/2016: Two explosive devices detonated targeting a police headquarters in Kyaukme, Shan, Myanmar. There were no reported casualties. No group claimed responsibility for the incident.",0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Headquarters,138,Myanmar,-99,6,Explosives,Two explosive devices were used in the attack.,0,0
201612200031,2016,12,20,0,92,India,6,South Asia,Lamlai Khullen,24.838024,94.146918,"12/20/2016: Assailants fired blank bullets at the Maphou Dam to cause panic in Lamlai Khullen, Manipur, India. There were no reported casualties in the assault. No group claimed responsibility; however, sources suspected that the attack may have been carried out by the Kuki National Front (KNF).",0,2,Armed Assault,21,Utilities,107,Electricity,Maphou Hydroelectric Dam,92,India,-99,5,Firearms,Firearms containing blank rounds were used in the attack.,0,0
201612210040,2016,12,21,0,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Lisala,2.148611,21.513611,"12/21/2016: Assailants burned down several houses in Lisala, Mongala, Democratic Republic of the Congo. This was one of three coordinated attacks in Lisala on the same day. Three police officers and 14 assailants were killed across the ensuing clashes. No group claimed responsibility for the incidents; however, sources attributed the attacks to a political-religious cult that believes the end of President Kabila's term will bring the apocalypse.",0,2,Armed Assault,14,Private Citizens & Property,76,House/Apartment/Residence,Houses,229,Democratic Republic of the Congo,-99,5,Firearms,AK-47 assault rifles and fire were used in the attack.,6,0
201612210041,2016,12,21,0,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Lisala,2.148611,21.513611,"12/21/2016: Assailants attacked a market in Lisala, Mongala, Democratic Republic of the Congo. This was one of three coordinated attacks in Lisala on the same day. Three police officers and 14 assailants were killed across the ensuing clashes. No group claimed responsibility for the incidents; however, sources attributed the attacks to a political-religious cult that believes the end of President Kabila's term will bring the apocalypse.",0,2,Armed Assault,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Market,229,Democratic Republic of the Congo,-99,5,Firearms,AK-47 assault rifles were used in the attack.,6,0
201612210042,2016,12,21,0,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Lisala,2.148611,21.513611,"12/21/2016: Assailants attacked an election office in Lisala, Mongala, Democratic Republic of the Congo. This was one of three coordinated attacks in Lisala on the same day. Three police officers and 14 assailants were killed across the ensuing clashes. No group claimed responsibility for the incidents; however, sources attributed the attacks to a political-religious cult that believes the end of President Kabila's term will bring the apocalypse.",0,2,Armed Assault,2,Government (General),19,Election-related,Election Office,229,Democratic Republic of the Congo,-99,5,Firearms,AK-47 assault rifles were used in the attack.,5,0
201612220010,2016,12,22,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"12/22/2016: An explosive device detonated at a garage in Mogadishu, Banaadir, Somalia. Three people were killed and four people were injured in the blast; the victims included security personnel and civilians. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Officers,182,Somalia,-99,6,Explosives,A remote-controlled landmine was used in the attack.,3,4
201612240011,2016,12,24,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"12/24/2016: Assailants shot and killed a National Intelligence and Security Agency (NISA) officer and a civilian in Mogadishu, Banaadir, Somalia. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,2,Government (General),20,Intelligence,Member,182,Somalia,2,5,Firearms,Pistols were used in the attack.,2,0
201612260018,2016,12,26,0,138,Myanmar,5,Southeast Asia,Maungdaw,20.823738,92.370789,"12/26/2016: Assailants attacked Sirazuhut in Maungdaw, Rakhine, Myanmar. Sirazuhut, a Yae Twin Kyun village administrator, was killed in the attack. No group claimed responsibility for the incident; however, sources suspected that Rohingya extremists were involved.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",Village Administrator: Sirazuhut,138,Myanmar,-99,9,Melee,A knife was used in the attack.,1,0
201612280032,2016,12,28,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"12/28/2016: Assailants shot and killed Ahmed Dhore, an elder and an election delegate, at a mosque in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,Assassination,2,Government (General),19,Election-related,Election Delegate: Ahmed Dhore,182,Somalia,2,5,Firearms,Pistols were used in the attack.,1,0
201612290008,2016,12,29,0,182,Somalia,11,Sub-Saharan Africa,Afgoye,2.14383,45.118061,"12/29/2016: Assailants opened fire on a military base in Afgoye, Lower Shebelle, Somalia. At least three assailants and three soldiers were killed and four assailants and three soldiers were injured in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,182,Somalia,100,6,Explosives,Rocket-propelled grenades (RPGs) and machine guns were used in the attack.,6,7
201701020004,2017,1,2,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/02/2017: A suicide bomber detonated an explosives-laden vehicle at the Peace Hotel in Mogadishu, Somalia. This was one of two suicide bombings in Hawal Wadag on the same day. In addition to the two assailants, at least nine people were killed and 21 other people were injured across both blasts; the victims included soldiers and civilians. Al-Shabaab claimed responsibility for the incidents.",1,3,Bombing/Explosion,1,Business,8,Hotel/Resort,Hotel,182,Somalia,1,6,Explosives,An explosives-laden truck was used in the attack.,5,10
201701030023,2017,1,3,0,153,Pakistan,6,South Asia,Khazana,34.075466,71.599998,"01/03/2017: Assailants shot and killed a Pakistani Police officer in Khazana, Khyber Pakhtunkhwa, Pakistan. The Khorasan Chapter of the Islamic State claimed responsibility for the incident.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Officer: Zarnosh Khan,153,Pakistan,3,5,Firearms,Multiple 9-mm pistols were used in the attack.,1,0
201701070013,2017,1,7,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/07/2017: Assailants threw two grenades at Waayaabee Tea Shop near Tarabunka junction in Hodan neighborhood, Mogadishu, Somalia. At least three people, including Somali Armed Forces (SAF) soldiers and civilians, were killed and 17 other people were injured in the blasts. Al-Shabaab claimed responsibility for the attack.",0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/Caf�,Tea Shop,182,Somalia,-99,6,Explosives,Two hand grenades were used in the attack.,3,17
201701070035,2017,1,7,0,138,Myanmar,5,Southeast Asia,Norula,20.824107,92.369022,"01/07/2017: Assailants opened fire on a Myanmar Police Service (MPF) post in Norula, Rakhine, Myanmar. At least one officer was killed in the assault. No group claimed responsibility for the attack.",0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Post,138,Myanmar,6,5,Firearms,Pistols were used in the attack.,1,0
201701140042,2017,1,14,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/14/2017: An explosive device detonated targeting a military vehicle in Mogadishu, Banaadir, Somalia. At least two people, including a soldier and a civilian were killed and seven people were injured in the blast. Al-Shabaab claimed responsibility for the attack.",0,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Vehicle,182,Somalia,-99,6,Explosives,A remote-controlled roadside landmine was used in the attack.,2,7
201701150010,2017,1,15,0,182,Somalia,11,Sub-Saharan Africa,Leego,2.71581,44.511845,"01/15/2017: An explosive device detonated in a tea shop in Leego, Bay, Somalia. A soldier was killed and two people, including a civilian, were injured in the blast. This was one of two related attacks in Leego on the same day. No group claimed responsibility for the incident.",0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/Caf�,Tea Shop,182,Somalia,-99,6,Explosives,A remote-controlled landmine was used in the attack.,1,2
201701150039,2017,1,15,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/15/2017: Assailants shot and killed Osman Abdi Aden Qalan Hoor, a civilian, in Bakaro market in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab was involved in the attack.",0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Civilian: Osman Abdi Aden Qalan Hoor,182,Somalia,4,5,Firearms,Four pistols were used in the attack.,1,0
201701190023,2017,1,19,0,182,Somalia,11,Sub-Saharan Africa,Afgoye,2.14383,45.118061,"01/19/2017: Assailants opened fire on Somali National Army (SNA) bases in Afgoye, Lower Shebelle, Somalia. At least six people were killed and ten people were injured in the ensuing clash; the victims included soldiers and civilians. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Bases,182,Somalia,-99,6,Explosives,Rocket-propelled grenades (RPGs) and machine guns were used in the attack.,6,10
201701200008,2017,1,20,0,182,Somalia,11,Sub-Saharan Africa,Jowhar district,2.78,45.5008,"01/20/2017: A landmine detonated targeting a lorry in Jowhar, Middle Shebelle, Somalia. At least one person was killed and another person was injured in the blast. No group claimed responsibility for the incident.",0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,Lorry,182,Somalia,-99,6,Explosives,A remote-controlled roadside landmine was used in the attack.,1,1
201701210011,2017,1,21,0,182,Somalia,11,Sub-Saharan Africa,Busar,2.672385,41.321339,"01/21/2017: Assailants opened fire on a Kenyan African Union Mission in Somalia (AMISOM) convoy in Busar, Gedo, Somalia. In addition to an unknown number of assailant casualties, at least two soldiers were killed in the ensuing clash. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Kenyan Convoy,422,International,-99,6,Explosives,Rocket-propelled grenades (RPGs) and machine guns were used in the attack.,2,0
201701230002,2017,1,23,0,182,Somalia,11,Sub-Saharan Africa,Burhakaba,2.798167,44.07856,"01/23/2017: Assailants detonated an explosive device and opened fire on military personnel at a base in Burhakaba, Bay, Somalia. At least two soldiers were killed and six soldiers were injured in the attack. Al-Shabaab claimed responsibility for the incident.",0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,182,Somalia,-99,6,Explosives,A remote-controlled landmine and firearms were used in the attack.,2,6
201701240001,2017,1,24,0,182,Somalia,11,Sub-Saharan Africa,Afgoye district,2.142623,45.116717,"01/24/2017: An explosive device detonated targeting military forces in Afgoye district, Lower Shebelle, Somalia. At least three soldiers were killed and four soldiers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",0,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,182,Somalia,-99,6,Explosives,A roadside landmine was used in the attack.,3,4
201701250001,2017,1,25,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/25/2017: A suicide bomber detonated an explosives-laden vehicle outside the Dayah Hotel and assailants stormed the building during a meeting of parliamentarians in Mogadishu, Banaadir, Somalia. Several minutes later, assailants detonated a second explosives-laden vehicle targeting journalists gathering near the hotel. At least 34 people, including four assailants, were killed and 41 people were injured during the assault. Al-Shabaab claimed responsibility for the incident.",1,3,Bombing/Explosion,1,Business,8,Hotel/Resort,Hotel,182,Somalia,-99,6,Explosives,Two explosives-laden trucks and firearms were used in the attack.,34,41
201701270030,2017,1,27,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/27/2017: Assailants shot and killed Abdullah Salad Hassan, an elder and parliamentary elector, in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",0,1,Assassination,2,Government (General),19,Election-related,Parliamentary Elector: Abdullah Salad Hassan,182,Somalia,2,5,Firearms,Two firearms were used in the attack.,1,0
201701300025,2017,1,30,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/30/2017: Assailants shot and killed Malaq Mohamed Ali, a clan elder and peacemaker, outside of a mosque in Darkheynley, Mogadishu, Banaadir, Somalia. No group claimed responsibility; however, sources suspected that the attack was carried out by Al-Shabaab.",0,1,Assassination,14,Private Citizens & Property,83,Protester,Peacemaker: Malaq Mohamed Ali,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201701300044,2017,1,30,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"01/30/2017: An explosive device detonated in a restaurant in Mogadishu, Banaadir, Somalia. A soldier was killed and seven other people were injured in the blast. No group claimed responsibility for the incident.",0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/Caf�,Restaurant,182,Somalia,-99,6,Explosives,An explosive device wrapped in a plastic bag was used in the attack.,1,7
201702020023,2017,2,2,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/02/2017: An explosive device attached to the vehicle of Mustaf Jeylaani Abasheekh detonated at Nasiibundo junction in Shibis neighborhood, Mogadishu, Somalia. Abasheekh, a seaport employee, was killed in the blast. No group claimed responsibility; however, sources suspected that the attack was carried out by Al-Shabaab.",0,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Sea Port Employee: Mustaf Jeylaani Abasheekh,182,Somalia,-99,6,Explosives,A magnetic explosive device placed inside a vehicle was used in the attack.,1,0
201702070039,2017,2,7,0,45,Colombia,3,South America,La Esperanza,2.946176,-73.206957,"02/07/2017: An explosive device detonated targeting soldiers in La Esperanza, Meta, Colombia. A soldier, identified as Fernando Torres Munoz, was killed in the blast. No group claimed responsibility; however, sources attributed the attack to Revolutionary Armed Forces of Colombia (FARC) dissidents.",0,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldier: Fernando Torres Munoz,45,Colombia,-99,6,Explosives,A landmine was used in the attack.,1,0
201702120020,2017,2,12,0,182,Somalia,11,Sub-Saharan Africa,War Maxan,2.398135,45.018703,"02/12/2017: An explosive device detonated targeting a military convoy near War Maxan, Lower Shebelle, Somalia. The convoy was responding to an attack targeting two military bases nearby. This was one of three incidents targeting soldiers in Lower Shebelle on the same day. At least six soldiers were killed and 8 others were injured across all three attacks. Al-Shabaab claimed responsibility for the incidents.",0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy,182,Somalia,-99,6,Explosives,A remote-controlled roadside landmine was used in the attack.,2,2
201702130029,2017,2,13,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/13/2017: Assailants shot and killed Bashiir Mohamed Ali, a tribal elder and electoral delegate, in the Hodan neighborhood of Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",0,1,Assassination,2,Government (General),19,Election-related,Electoral Delegate: Bashiir Mohamed Ali,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201702130030,2017,2,13,0,182,Somalia,11,Sub-Saharan Africa,Qalimow,2.591019,45.370174,"02/13/2017: Assailants attacked a military base in Qalimow, Middle Shebelle, Somalia. At least one assailant and two soldiers were killed and three civilians were injured in the attack. Al-Shabaab claimed responsibility for the incident.",0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,182,Somalia,-99,6,Explosives,"Grenades, artillery, and firearms were used in the attack.",3,3
201702150002,2017,2,15,0,153,Pakistan,6,South Asia,Hayatabad,33.976307,71.437157,"02/15/2017: A suicide bomber detonated an explosives-laden vehicle near a court van in Phase-V neighborhood, Hayatabad, Khyber Pakhtunkhwa, Pakistan. In addition to the assailant, the van driver was killed and at least 15 other people, including judges and civilians, were injured in the blast. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack and stated that the Pakistani judiciary prevents the establishment of an Islamic legal system.",1,3,Bombing/Explosion,2,Government (General),14,Judge/Attorney/Court,Court Van,153,Pakistan,1,6,Explosives,A 15-kilogram explosives-laden vest containing ball bearings and pellets was used in the attack.,2,15
201702150032,2017,2,15,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/15/2017: Assailants shot and killed Muse Mohamed Rooble, a clan elder, in the Wadajir neighborhood of Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,Clan Elder: Muse Mohamed Rooble,182,Somalia,2,5,Firearms,Two pistols were used in the attack.,1,0
201702160006,2017,2,16,0,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"02/16/2017: Assailants fired mortars at Villa Somalia in the Warta Nabada neighborhood of Mogadishu, Banaadir, Somalia. The projectiles missed the target and struck a civilian residence, killing two people and injuring two others. Al-Shabaab claimed responsibility for the attack.",0,3,Bombing/Explosion,2,Government (General),17,Head of State,Villa Somalia,182,Somalia,-99,6,Explosives,Five mortars were used in the attack.,2,2
